(9.550000,43.000000,9.000000,1778,0.407407,2)
(9.550000,44.000000,9.000000,1780,0.382716,3)
(9.550000,45.000000,9.000000,1780,0.382716,3)
(9.550000,46.000000,9.000000,1780,0.382716,3)
(9.550000,47.000000,9.000000,1778,0.500000,19)
(9.550000,48.000000,9.000000,1776,0.500000,19)
(9.550000,49.000000,9.000000,1766,0.500000,6)
(9.550000,50.000000,9.000000,1777,0.500000,17)
(9.550000,51.000000,9.000000,1780,0.382716,3)
(9.550000,52.000000,9.000000,1774,0.500000,17)
(9.550000,53.000000,9.000000,1776,0.500000,19)
(9.550000,54.000000,9.000000,1776,0.500000,19)
(9.550000,55.000000,9.000000,1775,0.500000,18)
(9.550000,56.000000,9.000000,1776,0.500000,19)
(9.550000,57.000000,9.000000,1779,0.382716,2)
(9.550000,58.000000,9.000000,1778,0.512500,18)
(9.550000,59.000000,9.000000,1776,0.500000,19)
(9.550000,60.000000,9.000000,1776,0.500000,19)
(9.550000,61.000000,9.000000,1779,0.382716,2)
(9.550000,62.000000,9.000000,1765,0.500000,8)
(9.550000,63.000000,9.000000,1776,0.500000,19)
(9.550000,64.000000,9.000000,1777,0.382716,0)
(9.550000,65.000000,9.000000,1778,0.382716,1)
(9.550000,66.000000,9.000000,1778,0.500000,18)
(9.550000,67.000000,9.000000,1779,0.382716,2)
(9.550000,68.000000,9.000000,1778,0.500000,18)
(9.550000,69.000000,9.000000,1776,0.500000,19)
(9.550000,70.000000,9.000000,1778,0.407407,1)
(9.550000,71.000000,9.000000,1778,0.500000,18)
(9.550000,72.000000,9.000000,1779,0.382716,2)
(9.550000,73.000000,9.000000,1776,0.500000,19)
(9.550000,74.000000,9.000000,1775,0.500000,18)
(9.550000,75.000000,9.000000,1762,0.500000,2)
(9.550000,76.000000,9.000000,1779,0.345679,0)
(9.550000,77.000000,9.000000,1777,0.395062,0)
(9.550000,78.000000,9.000000,1778,0.500000,18)
(9.550000,79.000000,9.000000,1778,0.382716,1)
(9.550000,80.000000,9.000000,1774,0.500000,17)
(9.550000,81.000000,9.000000,1769,0.500000,12)
(9.550000,82.000000,9.000000,1770,0.512500,13)
(9.550000,83.000000,9.000000,1779,0.382716,2)
(9.550000,84.000000,9.000000,1776,0.500000,19)
(9.550000,85.000000,9.000000,1775,0.500000,18)
(9.550000,86.000000,9.000000,1774,0.500000,17)
(9.550000,87.000000,9.000000,1774,0.500000,17)
(9.550000,88.000000,9.000000,1766,0.500000,6)
(9.550000,89.000000,9.000000,1778,0.500000,18)
(9.550000,90.000000,9.000000,1778,0.395062,1)
(9.550000,91.000000,9.000000,1775,0.500000,18)
(9.550000,92.000000,9.000000,1776,0.500000,19)
(9.550000,93.000000,9.000000,1775,0.500000,18)
(9.550000,94.000000,9.000000,1776,0.500000,19)
(9.550000,95.000000,9.000000,1776,0.512500,19)
(9.550000,96.000000,9.000000,1776,0.500000,19)
(9.550000,97.000000,9.000000,1774,0.500000,17)
(9.550000,98.000000,9.000000,1776,0.500000,19)
(9.550000,99.000000,9.000000,1776,0.500000,19)
(9.550000,100.000000,9.000000,1778,0.382716,1)
(9.550000,101.000000,9.000000,1774,0.456790,0)
(9.550000,102.000000,9.000000,1775,0.500000,18)
(9.500000,48.000000,10.000000,1775,0.487500,18)
(9.500000,49.000000,10.000000,1760,0.487500,3)
(9.500000,50.000000,10.000000,1775,0.487500,18)
(9.500000,51.000000,10.000000,1775,0.487500,18)
(9.500000,52.000000,10.000000,1776,0.487500,19)
(9.500000,53.000000,10.000000,1774,0.487500,17)
(9.500000,54.000000,10.000000,1779,0.370370,2)
(9.500000,55.000000,10.000000,1775,0.487500,18)
(9.500000,56.000000,10.000000,1775,0.487500,18)
(9.500000,57.000000,10.000000,1778,0.487500,18)
(9.500000,58.000000,10.000000,1775,0.487500,18)
(9.500000,59.000000,10.000000,1773,0.487500,16)
(9.500000,60.000000,10.000000,1775,0.487500,18)
(9.500000,61.000000,10.000000,1776,0.487500,19)
(9.500000,62.000000,10.000000,1759,0.487500,2)
(9.500000,63.000000,10.000000,1771,0.487500,14)
(9.500000,64.000000,10.000000,1775,0.487500,18)
(9.500000,65.000000,10.000000,1775,0.487500,18)
(9.500000,66.000000,10.000000,1775,0.487500,18)
(9.500000,67.000000,10.000000,1774,0.487500,17)
(9.500000,68.000000,10.000000,1773,0.487500,16)
(9.500000,69.000000,10.000000,1769,0.500000,12)
(9.500000,70.000000,10.000000,1775,0.487500,18)
(9.500000,71.000000,10.000000,1773,0.487500,16)
(9.500000,72.000000,10.000000,1774,0.487500,17)
(9.500000,73.000000,10.000000,1776,0.487500,19)
(9.500000,74.000000,10.000000,1772,0.487500,15)
(9.500000,75.000000,10.000000,1757,0.487500,0)
(9.500000,76.000000,10.000000,1776,0.487500,19)
(9.500000,77.000000,10.000000,1775,0.487500,18)
(9.500000,78.000000,10.000000,1775,0.487500,18)
(9.500000,79.000000,10.000000,1774,0.487500,14)
(9.500000,80.000000,10.000000,1773,0.487500,16)
(9.500000,81.000000,10.000000,1767,0.487500,10)
(9.500000,82.000000,10.000000,1771,0.487500,14)
(9.500000,83.000000,10.000000,1775,0.487500,18)
(9.500000,84.000000,10.000000,1773,0.500000,16)
(9.500000,85.000000,10.000000,1773,0.487500,16)
(9.500000,86.000000,10.000000,1774,0.487500,17)
(9.500000,87.000000,10.000000,1775,0.487500,18)
(9.500000,88.000000,10.000000,1761,0.487500,4)
(9.500000,89.000000,10.000000,1775,0.487500,18)
(9.500000,90.000000,10.000000,1775,0.487500,18)
(9.500000,91.000000,10.000000,1769,0.487500,12)
(9.500000,92.000000,10.000000,1775,0.487500,18)
(9.500000,93.000000,10.000000,1775,0.487500,18)
(9.500000,94.000000,10.000000,1775,0.487500,18)
(9.500000,95.000000,10.000000,1773,0.487500,16)
(9.500000,96.000000,10.000000,1773,0.487500,16)
(9.500000,97.000000,10.000000,1773,0.487500,16)
(9.500000,98.000000,10.000000,1776,0.487500,19)
(9.500000,99.000000,10.000000,1774,0.487500,17)
(9.500000,100.000000,10.000000,1774,0.487500,17)
(9.500000,101.000000,10.000000,1758,0.487500,1)
(9.500000,102.000000,10.000000,1773,0.487500,16)
(9.500000,103.000000,10.000000,1775,0.500000,18)
(9.500000,104.000000,10.000000,1778,0.487500,18)
(9.500000,105.000000,10.000000,1775,0.487500,18)
(9.500000,106.000000,10.000000,1775,0.487500,18)
(9.500000,107.000000,10.000000,1768,0.487500,11)
(9.500000,108.000000,10.000000,1771,0.487500,14)
(9.550000,48.000000,10.000000,1774,0.487500,17)
(9.550000,49.000000,10.000000,1760,0.487500,3)
(9.550000,50.000000,10.000000,1774,0.487500,17)
(9.550000,51.000000,10.000000,1780,0.370370,3)
(9.550000,52.000000,10.000000,1772,0.487500,15)
(9.550000,53.000000,10.000000,1779,0.370370,2)
(9.550000,54.000000,10.000000,1774,0.487500,17)
(9.550000,55.000000,10.000000,1774,0.487500,17)
(9.550000,56.000000,10.000000,1778,0.395062,2)
(9.550000,57.000000,10.000000,1775,0.487500,18)
(9.550000,58.000000,10.000000,1772,0.487500,15)
(9.550000,59.000000,10.000000,1774,0.487500,17)
(9.550000,60.000000,10.000000,1775,0.487500,18)
(9.550000,61.000000,10.000000,1774,0.487500,17)
(9.550000,62.000000,10.000000,1758,0.487500,1)
(9.550000,63.000000,10.000000,1773,0.487500,16)
(9.550000,64.000000,10.000000,1775,0.487500,18)
(9.550000,65.000000,10.000000,1773,0.487500,16)
(9.550000,66.000000,10.000000,1774,0.487500,17)
(9.550000,67.000000,10.000000,1775,0.487500,18)
(9.550000,68.000000,10.000000,1764,0.487500,7)
(9.550000,69.000000,10.000000,1771,0.487500,14)
(9.550000,70.000000,10.000000,1774,0.487500,17)
(9.550000,71.000000,10.000000,1778,0.395062,2)
(9.550000,72.000000,10.000000,1773,0.487500,16)
(9.550000,73.000000,10.000000,1774,0.487500,17)
(9.550000,74.000000,10.000000,1774,0.487500,17)
(9.550000,75.000000,10.000000,1757,0.487500,0)
(9.550000,76.000000,10.000000,1774,0.487500,17)
(9.550000,77.000000,10.000000,1777,0.382716,0)
(9.550000,78.000000,10.000000,1774,0.487500,17)
(9.550000,79.000000,10.000000,1775,0.487500,18)
(9.550000,80.000000,10.000000,1773,0.487500,16)
(9.550000,81.000000,10.000000,1769,0.487500,12)
(9.550000,82.000000,10.000000,1774,0.487500,17)
(9.550000,83.000000,10.000000,1774,0.487500,17)
(9.550000,84.000000,10.000000,1775,0.487500,18)
(9.550000,85.000000,10.000000,1775,0.487500,18)
(9.550000,86.000000,10.000000,1775,0.487500,18)
(9.550000,87.000000,10.000000,1774,0.487500,17)
(9.550000,88.000000,10.000000,1757,0.487500,0)
(9.550000,89.000000,10.000000,1774,0.487500,17)
(9.550000,90.000000,10.000000,1775,0.487500,18)
(9.550000,91.000000,10.000000,1772,0.487500,15)
(9.550000,92.000000,10.000000,1774,0.487500,17)
(9.550000,93.000000,10.000000,1774,0.487500,17)
(9.550000,94.000000,10.000000,1775,0.487500,18)
(9.550000,95.000000,10.000000,1774,0.487500,17)
(9.550000,96.000000,10.000000,1774,0.487500,17)
(9.550000,97.000000,10.000000,1775,0.487500,18)
(9.550000,98.000000,10.000000,1774,0.487500,17)
(9.550000,99.000000,10.000000,1775,0.487500,18)
(9.550000,100.000000,10.000000,1774,0.487500,17)
(9.550000,101.000000,10.000000,1761,0.487500,1)
(9.550000,102.000000,10.000000,1773,0.487500,16)
(9.550000,103.000000,10.000000,1777,0.395062,1)
(9.550000,104.000000,10.000000,1773,0.487500,16)
(9.550000,105.000000,10.000000,1775,0.487500,18)
(9.550000,106.000000,10.000000,1773,0.487500,16)
(9.550000,107.000000,10.000000,1770,0.487500,13)
(9.550000,108.000000,10.000000,1770,0.487500,13)
(9.600000,36.000000,8.000000,1766,0.512500,9)
(9.600000,37.000000,8.000000,1778,0.395062,1)
(9.600000,38.000000,8.000000,1779,0.382716,1)
(9.600000,39.000000,8.000000,1780,0.370370,2)
(9.600000,40.000000,8.000000,1780,0.370370,2)
(9.600000,41.000000,8.000000,1780,0.370370,2)
(9.600000,42.000000,8.000000,1776,0.456790,2)
(9.600000,43.000000,8.000000,1778,0.419753,2)
(9.600000,44.000000,8.000000,1780,0.370370,2)
(9.600000,45.000000,8.000000,1779,0.395062,2)
(9.600000,46.000000,8.000000,1780,0.370370,2)
(9.600000,47.000000,8.000000,1778,0.395062,1)
(9.600000,48.000000,8.000000,1779,0.512500,19)
(9.600000,49.000000,8.000000,1775,0.493827,1)
(9.600000,50.000000,8.000000,1779,0.395062,2)
(9.600000,51.000000,8.000000,1779,0.395062,2)
(9.600000,52.000000,8.000000,1779,0.370370,1)
(9.600000,53.000000,8.000000,1779,0.358025,0)
(9.600000,54.000000,8.000000,1779,0.395062,2)
(9.600000,55.000000,8.000000,1777,0.395062,0)
(9.600000,56.000000,8.000000,1777,0.395062,0)
(9.600000,57.000000,8.000000,1778,0.395062,1)
(9.600000,58.000000,8.000000,1779,0.395062,2)
(9.600000,59.000000,8.000000,1780,0.382716,2)
(9.600000,60.000000,8.000000,1779,0.395062,2)
(9.600000,61.000000,8.000000,1779,0.395062,2)
(9.600000,62.000000,8.000000,1775,0.456790,1)
(9.600000,63.000000,8.000000,1778,0.395062,1)
(9.600000,64.000000,8.000000,1777,0.395062,0)
(9.600000,65.000000,8.000000,1779,0.395062,2)
(9.600000,66.000000,8.000000,1779,0.395062,2)
(9.600000,67.000000,8.000000,1779,0.395062,2)
(9.600000,68.000000,8.000000,1778,0.395062,1)
(9.600000,69.000000,8.000000,1777,0.419753,1)
(9.600000,70.000000,8.000000,1779,0.512500,19)
(9.600000,71.000000,8.000000,1779,0.395062,2)
(9.600000,72.000000,8.000000,1779,0.370370,1)
(9.600000,73.000000,8.000000,1779,0.370370,1)
(9.600000,74.000000,8.000000,1779,0.395062,2)
(9.600000,75.000000,8.000000,1766,0.512500,9)
(9.600000,76.000000,8.000000,1779,0.358025,0)
(9.600000,77.000000,8.000000,1778,0.370370,0)
(9.600000,78.000000,8.000000,1779,0.370370,1)
(9.600000,79.000000,8.000000,1780,0.370370,2)
(9.600000,80.000000,8.000000,1777,0.419753,1)
(9.600000,81.000000,8.000000,1778,0.395062,1)
(9.600000,82.000000,8.000000,1776,0.512500,16)
(9.600000,83.000000,8.000000,1780,0.358025,1)
(9.600000,84.000000,8.000000,1779,0.395062,2)
(9.600000,85.000000,8.000000,1779,0.395062,2)
(9.600000,86.000000,8.000000,1779,0.395062,2)
(9.600000,87.000000,8.000000,1779,0.370370,1)
(9.600000,88.000000,8.000000,1774,0.469136,0)
(9.600000,89.000000,8.000000,1780,0.370370,2)
(9.600000,90.000000,8.000000,1779,0.395062,2)
(9.600000,91.000000,8.000000,1779,0.370370,1)
(9.600000,92.000000,8.000000,1779,0.370370,1)
(9.600000,93.000000,8.000000,1779,0.370370,1)
(9.600000,94.000000,8.000000,1779,0.395062,2)
(9.650000,35.000000,8.000000,1780,0.395062,3)
(9.650000,36.000000,8.000000,1775,0.469136,1)
(9.650000,37.000000,8.000000,1778,0.395062,1)
(9.650000,38.000000,8.000000,1779,0.382716,1)
(9.650000,39.000000,8.000000,1781,0.370370,3)
(9.650000,40.000000,8.000000,1780,0.395062,3)
(9.650000,41.000000,8.000000,1780,0.395062,3)
(9.650000,42.000000,8.000000,1779,0.395062,2)
(9.650000,43.000000,8.000000,1778,0.419753,2)
(9.650000,44.000000,8.000000,1779,0.395062,2)
(9.650000,45.000000,8.000000,1778,0.407407,1)
(9.650000,46.000000,8.000000,1778,0.395062,1)
(9.650000,47.000000,8.000000,1780,0.370370,2)
(9.650000,48.000000,8.000000,1779,0.395062,2)
(9.650000,49.000000,8.000000,1775,0.481481,1)
(9.650000,50.000000,8.000000,1779,0.370370,1)
(9.650000,51.000000,8.000000,1779,0.382716,1)
(9.650000,52.000000,8.000000,1778,0.395062,1)
(9.650000,53.000000,8.000000,1777,0.395062,0)
(9.650000,54.000000,8.000000,1777,0.395062,0)
(9.650000,55.000000,8.000000,1777,0.395062,0)
(9.650000,56.000000,8.000000,1777,0.395062,0)
(9.650000,57.000000,8.000000,1780,0.370370,2)
(9.650000,58.000000,8.000000,1780,0.358025,1)
(9.650000,59.000000,8.000000,1780,0.370370,2)
(9.650000,60.000000,8.000000,1779,0.370370,1)
(9.650000,61.000000,8.000000,1778,0.395062,1)
(9.650000,62.000000,8.000000,1775,0.469136,1)
(9.650000,63.000000,8.000000,1778,0.395062,1)
(9.650000,64.000000,8.000000,1777,0.395062,0)
(9.650000,65.000000,8.000000,1779,0.370370,1)
(9.650000,66.000000,8.000000,1779,0.395062,2)
(9.650000,67.000000,8.000000,1780,0.370370,2)
(9.650000,68.000000,8.000000,1779,0.395062,2)
(9.650000,69.000000,8.000000,1777,0.419753,1)
(9.650000,70.000000,8.000000,1778,0.395062,1)
(9.650000,71.000000,8.000000,1779,0.370370,1)
(9.650000,72.000000,8.000000,1780,0.370370,2)
(9.650000,73.000000,8.000000,1779,0.395062,2)
(9.650000,74.000000,8.000000,1776,0.512500,19)
(9.650000,75.000000,8.000000,1762,0.512500,5)
(9.650000,76.000000,8.000000,1778,0.395062,1)
(9.650000,77.000000,8.000000,1778,0.382716,0)
(9.650000,78.000000,8.000000,1779,0.395062,2)
(9.650000,79.000000,8.000000,1778,0.512500,18)
(9.650000,80.000000,8.000000,1776,0.512500,19)
(9.650000,81.000000,8.000000,1773,0.512500,13)
(9.650000,82.000000,8.000000,1777,0.419753,1)
(9.650000,83.000000,8.000000,1780,0.370370,2)
(9.650000,84.000000,8.000000,1779,0.395062,2)
(9.650000,85.000000,8.000000,1779,0.370370,1)
(9.650000,86.000000,8.000000,1778,0.407407,1)
(9.650000,87.000000,8.000000,1778,0.512500,18)
(9.650000,88.000000,8.000000,1774,0.469136,0)
(9.650000,89.000000,8.000000,1779,0.395062,2)
(9.650000,90.000000,8.000000,1779,0.370370,1)
(9.650000,91.000000,8.000000,1771,0.512500,14)
(9.650000,92.000000,8.000000,1780,0.358025,1)
(9.650000,93.000000,8.000000,1780,0.370370,2)
(9.650000,96.000000,8.000000,1780,0.395062,3)
(9.600000,42.000000,9.000000,1775,0.500000,18)
(9.600000,43.000000,9.000000,1774,0.500000,14)
(9.600000,44.000000,9.000000,1780,0.370370,2)
(9.600000,45.000000,9.000000,1779,0.382716,2)
(9.600000,46.000000,9.000000,1780,0.358025,2)
(9.600000,47.000000,9.000000,1779,0.395062,2)
(9.600000,48.000000,9.000000,1779,0.500000,19)
(9.600000,49.000000,9.000000,1775,0.456790,1)
(9.600000,50.000000,9.000000,1779,0.382716,2)
(9.600000,51.000000,9.000000,1779,0.382716,2)
(9.600000,52.000000,9.000000,1776,0.500000,19)
(9.600000,53.000000,9.000000,1778,0.358025,0)
(9.600000,54.000000,9.000000,1779,0.382716,2)
(9.600000,55.000000,9.000000,1776,0.500000,19)
(9.600000,56.000000,9.000000,1776,0.407407,0)
(9.600000,57.000000,9.000000,1778,0.395062,1)
(9.600000,58.000000,9.000000,1778,0.382716,1)
(9.600000,59.000000,9.000000,1778,0.500000,18)
(9.600000,60.000000,9.000000,1778,0.500000,18)
(9.600000,61.000000,9.000000,1779,0.382716,2)
(9.600000,62.000000,9.000000,1775,0.444444,1)
(9.600000,63.000000,9.000000,1777,0.407407,1)
(9.600000,64.000000,9.000000,1777,0.382716,0)
(9.600000,65.000000,9.000000,1778,0.500000,19)
(9.600000,66.000000,9.000000,1776,0.500000,19)
(9.600000,67.000000,9.000000,1778,0.382716,1)
(9.600000,68.000000,9.000000,1778,0.382716,1)
(9.600000,69.000000,9.000000,1773,0.500000,16)
(9.600000,70.000000,9.000000,1779,0.382716,2)
(9.600000,71.000000,9.000000,1779,0.382716,2)
(9.600000,72.000000,9.000000,1779,0.358025,1)
(9.600000,73.000000,9.000000,1778,0.382716,1)
(9.600000,74.000000,9.000000,1774,0.500000,17)
(9.600000,75.000000,9.000000,1764,0.500000,4)
(9.600000,76.000000,9.000000,1775,0.500000,18)
(9.600000,77.000000,9.000000,1777,0.382716,0)
(9.600000,78.000000,9.000000,1779,0.358025,1)
